time(ms),T1,R1,T2,R2,,
385.14,201.27,12.54,202.06,12.74,,
385.15,201.42,12.54,202.27,12.74,,
385.18,201.4,12.79,202.04,12.88,,
385.19,201.03,12.79,202.27,12.88,,
385.22,201.42,12.56,202.08,12.74,,
385.23,201.4,12.56,202.27,12.74,,
385.25,201.46,12.53,202.12,12.72,,
385.27,201.11,12.53,202.1,12.72,,
385.29,201.03,12.79,202.23,12.72,,
385.3,200.9,12.79,202.08,12.72,,
385.33,200.98,12.54,202.1,12.72,,
385.34,201.19,12.54,202.06,12.72,,
385.37,201.27,12.79,202.25,12.9,,
385.38,201.03,12.79,202.29,12.9,,
385.41,201.03,12.56,202.25,12.74,,
385.42,201.13,12.56,202.23,12.74,,
385.45,201.05,12.53,202.1,12.71,,
385.46,201.09,12.53,202.06,12.71,,
385.48,201.03,12.79,202.25,12.74,,
385.5,200.88,12.79,202.08,12.74,,
385.52,200.82,12.54,202.06,12.72,,
385.53,201.23,12.54,202.25,12.72,,
385.56,201.03,12.54,202.04,12.74,,
385.57,201.07,12.54,201.91,12.74,,
385.6,201.15,12.77,202.08,12.74,,
385.61,201.05,12.77,202.12,12.74,,
385.64,201.09,12.54,202.1,12.72,,
385.65,200.84,12.54,201.89,12.72,,
385.68,201.05,12.54,202.04,12.74,,
385.69,201.09,12.54,202.04,12.74,,
385.71,200.76,12.77,202.42,12.74,,
385.73,201.03,12.77,202.08,12.74,,
385.75,200.98,12.54,202.12,12.72,,
385.76,201.07,12.54,202,12.72,,
385.79,200.88,12.54,202.08,12.72,,
385.8,201.01,12.54,202.08,12.72,,
385.83,200.86,12.79,202.06,12.74,,
385.84,200.86,12.79,202.06,12.74,,
385.87,200.78,12.54,202.25,12.72,,
385.88,200.96,12.54,202.1,12.72,,
385.91,200.84,12.77,202.08,12.72,,
385.92,201.01,12.77,202.08,12.72,,
385.94,201.05,12.54,202.27,12.88,,
385.95,200.82,12.54,202.08,12.88,,
385.98,200.9,12.54,202.35,12.72,,
385.99,201.03,12.54,202.31,12.72,,
386.02,200.86,12.56,202.27,12.74,,
386.03,201.05,12.56,202.31,12.74,,
386.06,200.86,12.77,202.27,12.74,,
386.07,201.01,12.77,202.29,12.74,,
386.1,200.8,12.54,202.33,12.72,,
386.11,201.07,12.54,202.27,12.72,,
386.14,200.88,12.54,202.08,12.74,,
386.15,200.88,12.54,202.29,12.74,,
386.17,200.96,12.79,202.29,12.74,,
386.19,200.86,12.79,202.29,12.74,,
386.21,200.96,12.54,202.48,12.72,,
386.22,201.07,12.54,202.31,12.72,,
386.25,201.07,12.54,202.14,12.9,,
386.26,200.94,12.54,202.08,12.9,,
386.29,200.8,12.77,202.27,12.72,,
386.3,201.09,12.77,202.25,12.72,,
386.33,201.01,12.54,202.27,12.74,,
386.34,201.21,12.54,202.33,12.74,,
386.36,201.05,12.56,202.35,12.72,,
386.38,200.9,12.56,202.27,12.72,,
386.4,201.19,12.77,202.31,12.72,,
386.41,201.07,12.77,202.33,12.72,,
386.44,201.05,12.54,202.23,12.72,,
386.45,201.03,12.54,202.12,12.72,,
386.48,201.09,12.54,202.29,12.72,,
386.49,201.23,12.54,202.37,12.72,,
386.52,201.05,12.77,202.27,12.72,,
386.53,201.23,12.77,202.29,12.72,,
386.55,200.8,12.54,202.12,12.72,,
386.57,201.07,12.54,202.25,12.72,,
386.59,201.13,12.54,202.27,12.9,,
386.61,200.8,12.54,202.29,12.9,,
386.63,201.01,12.77,202.25,12.88,,
386.64,201.05,12.77,202.27,12.88,,
386.67,201.01,12.56,202.06,12.74,,
386.68,201.07,12.56,202.31,12.74,,
386.71,201.11,12.54,202.08,12.72,,
386.72,201.25,12.54,202.46,12.72,,
386.75,201.01,12.79,202.25,12.74,,
386.76,201.03,12.79,202.33,12.74,,
386.79,201.01,12.54,202.27,12.72,,
386.8,201.07,12.54,202.12,12.72,,
386.82,201.05,12.54,202.29,12.74,,
386.83,201.3,12.54,202.12,12.74,,
386.86,200.9,12.77,202.27,12.74,,
386.87,201.09,12.77,202.25,12.74,,
386.9,201.07,12.54,202.29,12.72,,
386.91,201.09,12.54,202.1,12.72,,
386.94,200.86,12.54,202.06,12.74,,
386.95,201.07,12.54,202.1,12.74,,
386.98,200.96,12.77,202.27,12.74,,
386.99,201.07,12.77,202.21,12.74,,
387.02,200.98,12.54,202.27,12.72,,
387.03,201.3,12.54,202.14,12.72,,
387.05,201.3,12.54,202.37,12.72,,
387.06,200.96,12.54,202.21,12.72,,
387.09,201.25,12.77,202.08,12.74,,
387.1,201.13,12.77,202.17,12.74,,
387.13,201.21,12.54,202.31,12.72,,
387.14,201.11,12.54,202.33,12.72,,
387.17,201.27,12.77,202.25,12.88,,
387.18,201.05,12.77,202.29,12.88,,
387.21,201.19,12.56,202.25,12.74,,
387.22,201.07,12.56,202.14,12.74,,
387.24,201.01,12.53,202.5,12.72,,
387.26,201.07,12.53,202.52,12.72,,
387.28,201.19,12.79,202.25,12.74,,
387.29,201.21,12.79,202.33,12.74,,
387.32,201.03,12.54,202.29,12.88,,
387.33,201.07,12.54,202.52,12.88,,
387.36,201.03,12.54,202.29,12.72,,
387.37,201.25,12.54,202.35,12.72,,
387.4,201.09,12.56,202.06,12.74,,
387.41,201.25,12.56,202.33,12.74,,
387.44,201.17,12.79,202.31,12.74,,
387.45,201.07,12.79,202.31,12.74,,
387.47,201.03,12.54,202.29,12.88,,
387.48,201.32,12.54,202.21,12.88,,
387.51,201.21,12.77,202.25,12.72,,
387.52,201.27,12.77,202.06,12.72,,
387.55,201.03,12.54,202.06,12.74,,
387.56,201.27,12.54,202.31,12.74,,
387.59,201.21,12.54,202.1,12.72,,
387.6,201.17,12.54,202.29,12.72,,
387.63,201.01,12.77,202.29,12.74,,
387.64,201.11,12.77,202.17,12.74,,
387.67,201.03,12.54,201.91,12.72,,
387.68,201.11,12.54,202.04,12.72,,
387.7,201.4,12.54,202.06,12.72,,
387.72,201.03,12.54,202.12,12.72,,
387.74,201.01,12.77,202.08,12.74,,
387.75,201.36,12.77,202.02,12.74,,
387.78,201.21,12.54,202.1,12.72,,
387.79,201.3,12.54,202.12,12.72,,
387.82,201.3,12.54,201.98,12.72,,
387.83,201.32,12.54,202.31,12.72,,
387.86,201.05,12.77,201.89,12.74,,
387.87,201.03,12.77,202.31,12.74,,
387.89,201.03,12.54,202.31,12.72,,
387.91,201.09,12.54,202.17,12.72,,
387.93,200.96,12.54,202.14,12.72,,
387.94,201.3,12.54,202.46,12.72,,
387.97,201.05,12.79,202.44,12.9,,
387.98,201.03,12.79,202.31,12.9,,
388.01,201.25,12.56,202.25,12.74,,
388.02,201.05,12.56,202.29,12.74,,
388.05,201.05,12.53,202.31,12.71,,
388.06,201.3,12.53,202.54,12.71,,
388.09,201.23,12.79,202.27,12.74,,
388.1,201.07,12.79,202.33,12.74,,
388.12,201.07,12.54,202.33,12.72,,
388.14,201.3,12.54,202.29,12.72,,
388.16,201.25,12.54,202.27,12.74,,
388.17,201.25,12.54,202.33,12.74,,
388.2,200.96,12.79,202.31,12.74,,
388.21,201.27,12.79,202.5,12.74,,
388.24,201.13,12.54,202.35,12.72,,
388.25,200.96,12.54,202.33,12.72,,
388.28,201.27,12.77,202.56,12.72,,
388.29,201.3,12.77,202.25,12.72,,
388.32,201.4,12.54,202.46,12.72,,
388.33,201.42,12.54,202.31,12.72,,
388.35,201.27,12.56,202.77,12.74,,
388.37,201.46,12.56,202.48,12.74,,
388.39,201.25,12.56,202.52,12.9,,
388.4,201.3,12.56,202.46,12.9,,
388.43,201.21,12.77,202.5,12.72,,
388.44,201.05,12.77,202.69,12.72,,
388.47,201.25,12.54,202.48,12.72,,
388.48,201.34,12.54,202.46,12.72,,
388.51,201.25,12.54,202.69,12.72,,
388.52,201.21,12.54,202.84,12.72,,
388.55,201.21,12.77,202.5,12.74,,
388.56,201.23,12.77,202.65,12.74,,
388.58,201.23,12.76,202.5,12.72,,
388.6,201.23,12.76,202.46,12.72,,
388.62,201.32,12.54,202.46,12.72,,
388.63,201.23,12.54,202.5,12.72,,
388.66,201.19,12.56,202.71,12.74,,
388.67,201.23,12.56,202.48,12.74,,
388.7,201.38,12.79,202.67,12.74,,
388.71,201.21,12.79,202.69,12.74,,
388.74,201.27,12.54,202.48,12.87,,
388.75,201.25,12.54,202.67,12.87,,
388.77,201.03,12.54,202.71,12.72,,
388.79,201.4,12.54,202.77,12.72,,
388.81,201.27,12.79,202.48,12.74,,
388.83,201.05,12.79,202.69,12.74,,
388.85,201.19,12.54,202.71,12.72,,
388.86,201.25,12.54,202.58,12.72,,
388.89,201.07,12.54,202.77,12.72,,
388.9,201.3,12.54,202.69,12.72,,
388.93,201.05,12.79,202.67,12.9,,
388.94,201.23,12.79,202.46,12.9,,
388.97,201.42,12.54,202.67,12.74,,
388.98,201.09,12.54,202.71,12.74,,
389,201.36,12.53,202.77,12.72,,
389.02,201.36,12.53,202.54,12.72,,
389.04,201.27,12.77,202.9,12.72,,
389.05,201.11,12.77,202.84,12.72,,
389.08,201.3,12.54,202.6,12.74,,
389.09,201.36,12.54,202.65,12.74,,
389.12,201.05,12.77,202.71,12.74,,
389.13,201.27,12.77,202.52,12.74,,
389.16,201.25,12.54,202.54,12.88,,
389.17,201.27,12.54,202.48,12.88,,
389.2,201.25,12.54,202.54,12.72,,
389.21,201.36,12.54,202.5,12.72,,
389.23,201.4,12.77,202.69,12.74,,
389.25,201.3,12.77,202.48,12.74,,
389.27,201.48,12.54,202.48,12.72,,
389.28,201.27,12.54,202.52,12.72,,
389.31,201.4,12.54,202.35,12.72,,
389.32,201.11,12.54,202.35,12.72,,
389.35,201.44,12.77,202.71,12.72,,
389.36,201.34,12.77,202.63,12.72,,
389.39,201.27,12.54,202.44,12.88,,
389.4,201.46,12.54,202.6,12.88,,
389.42,201.5,12.54,202.48,12.72,,
389.44,201.25,12.54,202.54,12.72,,
389.46,201.42,12.79,202.54,12.74,,
389.48,201.23,12.79,202.48,12.74,,
389.5,201.46,12.53,202.71,12.72,,
389.51,201.38,12.53,202.54,12.72,,
389.54,201.46,12.77,202.44,12.72,,
389.55,201.44,12.77,202.48,12.72,,
389.58,201.44,12.54,202.27,12.72,,
389.59,201.32,12.54,202.58,12.72,,
389.62,201.52,12.54,202.46,12.74,,
389.63,201.4,12.54,202.52,12.74,,
389.66,201.4,12.77,202.46,12.72,,
389.67,201.19,12.77,202.5,12.72,,
389.69,201.42,12.54,202.65,12.88,,
389.7,201.44,12.54,202.69,12.88,,
389.73,201.3,12.54,202.44,12.72,,
389.74,201.42,12.54,202.67,12.72,,
389.77,201.17,12.79,202.69,12.74,,
389.78,201.46,12.79,202.69,12.74,,
389.81,201.25,12.54,202.73,12.72,,
389.82,201.32,12.54,202.54,12.72,,
389.85,201.69,12.54,202.73,12.72,,
389.86,201.34,12.54,202.65,12.72,,
389.88,201.42,12.79,202.65,12.74,,
389.9,201.25,12.79,202.71,12.74,,
389.92,201.44,12.54,202.54,12.72,,
389.94,201.46,12.54,202.63,12.72,,
389.96,201.42,12.54,202.54,12.9,,
389.97,201.5,12.54,202.5,12.9,,
390,201.23,12.76,202.69,12.72,,
390.01,201.42,12.76,202.67,12.72,,
390.04,201.25,12.77,202.29,12.72,,
390.05,201.42,12.77,202.71,12.72,,
390.08,201.63,12.54,202.71,12.72,,
390.09,201.46,12.54,202.71,12.72,,
390.11,201.5,12.54,202.75,12.72,,
390.13,201.32,12.54,202.69,12.72,,
390.15,201.3,12.79,202.54,12.74,,
390.16,201.3,12.79,202.84,12.74,,
390.19,201.52,12.54,202.65,12.72,,
390.2,201.42,12.54,202.75,12.72,,
390.23,201.42,12.56,202.56,12.74,,
390.24,201.48,12.56,202.52,12.74,,
390.27,201.21,12.79,202.71,12.74,,
390.28,201.3,12.79,202.77,12.74,,
390.3,201.5,12.53,202.73,12.88,,
390.32,201.44,12.53,202.69,12.88,,
390.34,201.32,12.54,202.75,12.72,,
390.36,201.32,12.54,202.71,12.72,,
390.38,201.48,12.79,202.67,12.74,,
390.39,201.44,12.79,202.92,12.74,,
390.42,201.61,12.54,202.9,12.72,,
390.43,201.13,12.54,202.56,12.72,,
390.46,201.23,12.77,202.71,12.72,,
390.47,201.25,12.77,202.73,12.72,,
390.5,201.44,12.54,202.75,12.72,,
390.51,201.32,12.54,202.86,12.72,,
390.54,201.5,12.54,202.46,12.74,,
390.55,201.42,12.54,202.75,12.74,,
390.57,201.25,12.79,202.67,12.9,,
390.58,201.65,12.79,202.9,12.9,,
390.61,201.3,12.56,202.71,12.74,,
390.62,201.27,12.56,202.67,12.74,,
390.65,201.67,12.77,202.71,12.71,,
390.66,201.27,12.77,202.69,12.71,,
390.69,201.42,12.54,202.67,12.72,,
390.7,201.42,12.54,202.77,12.72,,
390.73,201.59,12.56,202.75,12.74,,
390.74,201.71,12.56,202.6,12.74,,
390.76,201.59,12.77,202.67,12.74,,
390.77,201.25,12.77,202.71,12.74,,
390.8,201.23,12.54,202.69,12.72,,
390.81,201.5,12.54,202.86,12.72,,
390.84,201.44,12.54,202.92,12.74,,
390.85,201.25,12.54,202.5,12.74,,
390.88,201.17,12.79,202.9,12.74,,
390.89,201.09,12.79,202.69,12.74,,
390.92,201.34,12.77,202.9,12.72,,
390.93,201.3,12.77,202.71,12.72,,
390.96,201.44,12.54,202.94,12.72,,
390.97,201.25,12.54,202.77,12.72,,
390.99,201.25,12.54,202.92,12.9,,
391.01,201.3,12.54,202.69,12.9,,
391.03,201.4,12.77,203.09,12.74,,
391.05,201.25,12.77,202.92,12.74,,
391.07,201.25,12.56,202.92,12.72,,
391.08,201.46,12.56,203.07,12.72,,
391.11,201.21,12.54,202.79,12.72,,
391.12,201.3,12.54,202.71,12.72,,
391.15,201.23,12.77,202.71,12.72,,
391.16,201.05,12.77,202.86,12.72,,
391.19,201.25,12.54,202.88,12.72,,
391.2,201.25,12.54,202.69,12.72,,
391.22,201.21,12.54,202.92,12.72,,
391.24,201.27,12.54,202.88,12.72,,
391.26,201.21,12.79,202.69,12.74,,
391.27,201.38,12.79,202.86,12.74,,
391.3,201.17,12.77,202.92,12.72,,
391.31,201.07,12.77,202.67,12.72,,
391.34,201.44,12.54,202.84,12.72,,
391.35,201.17,12.54,202.88,12.72,,
391.38,201.25,12.54,203.09,12.9,,
391.39,201.46,12.54,202.96,12.9,,
391.42,201.27,12.79,202.86,12.72,,
391.43,201.44,12.79,202.9,12.72,,
391.45,201.21,12.54,202.71,12.72,,
391.47,201.23,12.54,202.88,12.72,,
391.49,201.13,12.54,202.9,12.72,,
391.5,201.3,12.54,203.07,12.72,,
391.53,201.36,12.79,203.11,12.74,,
391.54,201.03,12.79,202.86,12.74,,
391.57,201.03,12.54,203.05,12.72,,
391.58,201.27,12.54,202.9,12.72,,
391.61,201.07,12.56,202.9,12.74,,
391.62,200.84,12.56,202.96,12.74,,
391.65,201.19,12.79,202.94,12.9,,
391.66,201.23,12.79,203.11,12.9,,
391.68,201.05,12.56,202.9,12.74,,
391.7,201.27,12.56,203,12.74,,
391.72,201.38,12.53,202.94,12.72,,
391.73,201.25,12.53,203.11,12.72,,
391.76,201.15,12.56,203.05,12.74,,
391.77,201.44,12.56,202.96,12.74,,
391.8,201.19,12.77,202.92,12.72,,
391.81,201.27,12.77,202.9,12.72,,
391.84,201.3,12.54,202.9,12.72,,
391.85,201.46,12.54,202.71,12.72,,
391.88,201.21,12.79,202.75,12.9,,
391.89,201.48,12.79,202.9,12.9,,
391.91,201.21,12.56,202.9,12.74,,
391.92,201.5,12.56,202.71,12.74,,
391.95,201.48,12.53,202.96,12.72,,
391.96,201.32,12.53,202.84,12.72,,
391.99,201.3,12.54,202.9,12.74,,
392,201.61,12.54,202.77,12.74,,
392.03,201.63,12.79,202.88,12.74,,
392.04,201.25,12.79,202.69,12.74,,
392.07,201.48,12.54,202.75,12.72,,
392.08,201.48,12.54,202.73,12.72,,
392.1,201.44,12.77,202.65,12.72,,
392.12,201.5,12.77,202.69,12.72,,
392.14,201.5,12.54,202.67,12.72,,
392.15,201.36,12.54,202.92,12.72,,
392.18,201.25,12.56,202.69,12.9,,
392.19,201.57,12.56,202.75,12.9,,
392.22,201.63,12.77,202.44,12.72,,
392.23,201.3,12.77,202.5,12.72,,
392.26,201.44,12.56,202.73,12.74,,
392.27,201.48,12.56,203,12.74,,
392.3,201.5,12.54,202.67,12.72,,
392.31,201.5,12.54,202.71,12.72,,
392.33,201.25,12.79,202.67,12.74,,
392.35,201.44,12.79,202.73,12.74,,
392.37,201.25,12.54,202.5,12.72,,
392.38,201.52,12.54,202.84,12.72,,
392.41,201.21,12.56,202.71,12.74,,
392.42,201.48,12.56,202.75,12.74,,
392.45,201.61,12.79,202.69,12.74,,
392.46,201.46,12.79,202.71,12.74,,
392.49,201.25,12.54,202.65,12.72,,
392.5,201.48,12.54,202.69,12.72,,
392.52,201.36,12.56,202.67,12.74,,
392.54,201.46,12.56,202.71,12.74,,
392.56,201.38,12.79,202.84,12.74,,
392.58,201.73,12.79,202.75,12.74,,
392.6,201.61,12.54,202.52,12.72,,
392.61,201.46,12.54,202.9,12.72,,
392.64,201.63,12.54,202.71,12.74,,
392.65,201.46,12.54,202.69,12.74,,
392.68,201.36,12.79,202.71,12.74,,
392.69,201.44,12.79,202.69,12.74,,
392.72,201.4,12.76,202.92,12.74,,
392.73,201.5,12.76,202.71,12.74,,
392.76,201.63,12.54,202.92,12.72,,
392.77,201.52,12.54,202.88,12.72,,
392.79,201.79,12.56,202.9,12.72,,
392.8,201.46,12.56,203.07,12.72,,
392.83,201.27,12.54,203.13,12.74,,
392.84,201.44,12.54,202.98,12.74,,
392.87,201.42,12.77,202.94,12.74,,
392.88,201.46,12.77,202.9,12.74,,
392.91,201.4,12.54,203,12.72,,
392.92,201.46,12.54,203.09,12.72,,
392.95,201.48,12.77,203.13,12.72,,
392.96,201.25,12.77,202.88,12.72,,
392.98,201.65,12.54,203.27,12.72,,
393,201.5,12.54,203.09,12.72,,
393.02,201.69,12.54,203.13,12.74,,
393.04,201.46,12.54,202.96,12.74,,
393.06,201.48,12.79,203.13,12.74,,
393.07,201.25,12.79,203.15,12.74,,
393.1,201.67,12.77,203.3,12.72,,
393.11,201.5,12.77,203.32,12.72,,
393.14,201.65,12.54,203.3,12.72,,
393.15,201.44,12.54,203.32,12.72,,
393.18,201.5,12.54,203.21,12.72,,
393.19,201.59,12.54,203.34,12.72,,
393.21,201.61,12.79,203.32,12.74,,
393.23,201.65,12.79,203.34,12.74,,
393.25,201.75,12.54,203.17,12.72,,
393.27,201.46,12.54,203.53,12.72,,
393.29,201.67,12.54,203.48,12.88,,
393.3,201.4,12.54,203.55,12.88,,
393.33,201.61,12.77,203.32,12.88,,
393.34,201.48,12.77,203.53,12.88,,
393.37,201.4,12.56,203.53,12.74,,
393.38,201.48,12.56,203.55,12.74,,
393.41,201.27,12.54,203.57,12.72,,
393.42,201.48,12.54,203.34,12.72,,
393.44,201.5,12.56,203.55,12.74,,
393.46,201.52,12.56,203.55,12.74,,
393.48,201.82,12.77,203.51,12.74,,
393.49,201.88,12.77,203.44,12.74,,
393.52,201.44,12.54,203.53,12.72,,
393.53,201.52,12.54,203.13,12.72,,
393.56,201.65,12.56,203.15,12.74,,
393.57,201.69,12.56,203.28,12.74,,
393.6,201.57,12.77,203.15,12.74,,
393.61,201.69,12.77,203.13,12.74,,
393.64,201.48,12.54,203.36,12.74,,
393.65,201.9,12.54,203.21,12.74,,
393.67,201.79,12.56,203.38,12.74,,
393.69,201.69,12.56,203.04,12.74,,
393.71,201.71,12.54,203.23,12.74,,
393.72,201.77,12.54,203.19,12.74,,
393.75,201.77,12.77,203.32,12.9,,
393.76,201.69,12.77,203.32,12.9,,
393.79,201.84,12.56,203.34,12.74,,
393.8,201.73,12.56,203.15,12.74,,
393.83,201.73,12.54,203.15,12.71,,
393.84,202.17,12.54,203.59,12.71,,
393.87,201.79,12.79,203.34,12.74,,
393.88,201.92,12.79,203.13,12.74,,
393.9,201.86,12.77,203.42,12.72,,
393.92,201.75,12.77,203.34,12.72,,
393.94,202.06,12.54,203.32,12.88,,
393.95,202.11,12.54,203.28,12.88,,
393.98,202.06,12.54,203.34,12.74,,
393.99,202.13,12.54,203.34,12.74,,
394.02,202.02,12.79,203.38,12.74,,
394.03,202.06,12.79,203.13,12.74,,
394.06,202.13,12.54,203.13,12.72,,
394.07,201.86,12.54,203.13,12.72,,
394.09,201.86,12.54,203.32,12.72,,
394.11,202.09,12.54,203.34,12.72,,
394.13,202.02,12.79,203.09,12.74,,
394.14,202.06,12.79,203.3,12.74,,
394.17,201.71,12.54,203.15,12.72,,
394.18,201.75,12.54,203.17,12.72,,
394.21,202.04,12.56,203.13,12.88,,
394.22,201.9,12.56,203.11,12.88,,
394.25,201.88,12.77,203.07,12.72,,
394.26,202.04,12.77,203.36,12.72,,
394.29,201.98,12.54,203.28,12.72,,
394.3,201.88,12.54,203.36,12.72,,
394.32,202.19,12.56,203.34,12.74,,
394.34,202.13,12.56,203.19,12.74,,
394.36,201.92,12.77,203.11,12.72,,
394.38,202.09,12.77,203.17,12.72,,
394.4,202.09,12.77,203.23,12.72,,
394.41,202.11,12.77,203.32,12.72,,
394.44,201.86,12.54,203.32,12.88,,
394.45,202.06,12.54,203.34,12.88,,
394.48,202.02,12.54,203.36,12.72,,
394.49,202.11,12.54,203.4,12.72,,
394.52,202.02,12.79,203.19,12.74,,
394.53,202.09,12.79,203.34,12.74,,
394.55,201.88,12.54,203.38,12.72,,
394.57,202.15,12.54,203.32,12.72,,
394.59,201.9,12.56,203.3,12.74,,
394.61,201.98,12.56,203.34,12.74,,
394.63,202.09,12.77,203.3,12.74,,
394.64,202.09,12.77,203.17,12.74,,
394.67,201.82,12.54,203.15,12.88,,
394.68,201.92,12.54,203.53,12.88,,
394.71,201.86,12.77,203.34,12.72,,
394.72,202.11,12.77,203.46,12.72,,
394.75,202.04,12.54,203.51,12.74,,
394.76,201.86,12.54,203.36,12.74,,
394.78,202.13,12.54,203.25,12.72,,
394.8,201.96,12.54,203.34,12.72,,
394.82,202.09,12.77,203.36,12.74,,
394.83,202.08,12.77,203.34,12.74,,
394.86,201.84,12.76,203.3,12.72,,
394.87,201.96,12.76,203.13,12.72,,
394.9,201.88,12.54,203.34,12.72,,
394.91,201.96,12.54,203.17,12.72,,
394.94,201.75,12.54,203.17,12.74,,
394.95,201.94,12.54,203.36,12.74,,
394.98,201.82,12.56,203.4,12.74,,
394.99,201.92,12.56,203.34,12.74,,
395.01,201.84,12.79,203.57,12.74,,
395.03,201.92,12.79,203.3,12.74,,
395.05,201.94,12.54,203.4,12.72,,
395.06,201.94,12.54,203.09,12.72,,
395.09,202.13,12.54,203.32,12.72,,
395.1,202.06,12.54,203.42,12.72,,
395.13,202.04,12.79,203.34,12.74,,
395.14,202.09,12.79,203.34,12.74,,
395.17,202.02,12.77,203.65,12.72,,
395.18,202.06,12.77,203.55,12.72,,
395.2,202.06,12.54,203.67,12.88,,
395.22,202.04,12.54,203.51,12.88,,
395.24,202.06,12.54,203.48,12.88,,
395.26,202.13,12.54,203.69,12.88,,
395.28,201.84,12.77,203.57,12.72,,
395.29,201.86,12.77,203.63,12.72,,
395.32,202.02,12.54,203.53,12.74,,
395.33,202.27,12.54,203.59,12.74,,
395.36,202.06,12.77,203.53,12.72,,
395.37,201.92,12.77,203.71,12.72,,
395.4,201.92,12.77,203.51,12.72,,
395.41,202.09,12.77,203.48,12.72,,
395.44,201.82,12.54,203.57,12.9,,
395.45,202.13,12.54,203.48,12.9,,
395.47,202.02,12.77,203.55,12.72,,
395.48,202.09,12.77,203.51,12.72,,
395.51,201.9,12.54,203.38,12.72,,
395.52,202.04,12.54,203.51,12.72,,
395.55,201.69,12.54,203.48,12.74,,
395.56,202.15,12.54,203.25,12.74,,
395.59,201.84,12.79,203.32,12.74,,
395.6,201.88,12.79,203.36,12.74,,
395.63,201.79,12.54,203.4,12.72,,
395.64,201.88,12.54,203.57,12.72,,
395.67,201.63,12.54,203.32,12.9,,
395.68,201.92,12.54,203.36,12.9,,
395.7,201.82,12.77,203.13,12.72,,
395.71,201.73,12.77,203.3,12.72,,
395.74,201.86,12.54,203.34,12.72,,
395.75,201.96,12.54,203.34,12.72,,
395.78,201.88,12.54,203.13,12.72,,
395.79,201.69,12.54,203.34,12.72,,
395.82,201.84,12.79,203.32,12.74,,
395.83,201.9,12.79,203.11,12.74,,
395.86,201.88,12.54,203.27,12.72,,
395.87,201.83,12.54,203.32,12.72,,
395.89,201.88,12.54,203.15,12.74,,
395.91,201.98,12.54,203.28,12.74,,
395.93,202.04,12.77,203.13,12.74,,
395.94,201.69,12.77,203.13,12.74,,
395.97,202.02,12.54,203.38,12.72,,
395.98,202.11,12.54,203.17,12.72,,
396.01,202.09,12.54,203.15,12.88,,
396.02,201.88,12.54,203.3,12.88,,
396.05,202.09,12.77,203.28,12.72,,
396.06,201.86,12.77,203.36,12.72,,
396.08,202,12.54,203.38,12.72,,
396.1,201.92,12.54,203.38,12.72,,
396.12,201.88,12.77,203.46,12.72,,
396.14,201.9,12.77,203.19,12.72,,
396.16,202.09,12.54,203.13,12.88,,
396.17,202.11,12.54,203.51,12.88,,
396.2,202.04,12.77,203.25,12.72,,
396.21,201.92,12.77,203.32,12.72,,
396.24,202.11,12.54,203.28,12.72,,
396.25,202.19,12.54,203.38,12.72,,
396.28,202.09,12.56,203.36,12.9,,
396.29,202.06,12.56,203.36,12.9,,
396.32,201.88,12.77,203.28,12.72,,
396.33,201.86,12.77,203.51,12.72,,
396.35,202.25,12.77,203.11,12.72,,
396.36,202.09,12.77,203.3,12.72,,
396.39,202.19,12.54,203.07,12.88,,
396.4,201.88,12.54,203.11,12.88,,
396.43,202.02,12.54,203.11,12.72,,
396.44,202.09,12.54,203.32,12.72,,
396.47,201.88,12.54,203.07,12.74,,
396.48,202.02,12.54,203.17,12.74,,
396.51,201.82,12.79,203.09,12.74,,
396.52,202.09,12.79,203.11,12.74,,
396.55,201.82,12.76,203.09,12.72,,
396.56,201.88,12.76,202.92,12.72,,
396.58,201.98,12.54,203.11,12.72,,
396.6,202.06,12.54,203.07,12.72,,
396.62,201.79,12.56,203.32,12.74,,
396.63,202.06,12.56,203,12.74,,
396.66,201.65,12.56,202.96,12.72,,
396.67,201.96,12.56,202.84,12.72,,
396.7,202.02,12.77,203.28,12.74,,
396.71,202.06,12.77,202.9,12.74,,
396.74,202,12.77,203.11,12.72,,
396.75,202.04,12.77,203.07,12.72,,
396.77,202.09,12.54,203.09,12.88,,
396.79,201.9,12.54,203.11,12.88,,
396.81,201.92,12.54,203.13,12.72,,
396.82,201.69,12.54,203.11,12.72,,
396.85,202.09,12.56,203.09,12.74,,
396.86,202.02,12.56,203.09,12.74,,
396.89,202,12.77,203.09,12.74,,
396.9,201.84,12.77,203.17,12.74,,
396.93,202.06,12.77,203.11,12.72,,
396.94,202.04,12.77,203.25,12.72,,
396.97,202.06,12.54,203.15,12.72,,
396.98,201.9,12.54,203.34,12.72,,
397,202.02,12.54,203.11,12.74,,
397.02,201.92,12.54,203.13,12.74,,
397.04,201.9,12.77,203.09,12.74,,
397.05,201.88,12.77,203.34,12.74,,
397.08,201.82,12.54,203.13,12.88,,
397.09,202.06,12.54,203.11,12.88,,
397.12,202.02,12.77,203.09,12.72,,
397.13,202.06,12.77,203.3,12.72,,
397.16,202.06,12.54,203.11,12.72,,
397.17,201.92,12.54,203.28,12.72,,
397.2,201.86,12.56,203.11,12.74,,
397.21,201.92,12.56,203.09,12.74,,
397.23,201.82,12.79,203.09,12.88,,
397.25,202.06,12.79,203.28,12.88,,
397.27,201.98,12.54,203.3,12.74,,
397.28,201.73,12.54,203.13,12.74,,
